number,product_area,surface,source_file_module,localization_key,review_locale,english_source,current_arabic,current_badini,placeholders_interpolations,context,reason,final_status,final_notes
143,Doctor Settings,Clinic Portal,clinic-portal/src/features/doctor-settings/presentation/messages.ts,futureRelease,Badini,Available in a future release,متاح في إصدار مستقبلي,د وەشانەکا داهاتی دا بەردەست دبیت,None,Shown in doctor settings and preferences.,The Badini value was composed from approved terminology/patterns; no exact product-owner-approved value exists for this locale and full source sentence.,APPROVED_APPLIED,The exact product-owner-approved locale value was applied and verified.
144,Doctor Settings,Clinic Portal,clinic-portal/src/features/doctor-settings/presentation/messages.ts,production,Badini,Production,معلومات,بەرهەمهێنان,None,Shown in doctor settings and preferences.,The Badini value was composed from approved terminology/patterns; no exact product-owner-approved value exists for this locale and full source sentence.,APPROVED_APPLIED,The exact product-owner-approved locale value was applied and verified.
145,Doctor Settings,Clinic Portal,clinic-portal/src/features/doctor-settings/presentation/messages.ts,portalVersion,Badini,Portal version,معلومات,وەشانا پۆرتالێ,None,Shown in doctor settings and preferences.,The Badini value was composed from approved terminology/patterns; no exact product-owner-approved value exists for this locale and full source sentence.,APPROVED_APPLIED,The exact product-owner-approved locale value was applied and verified.
146,Doctor Settings,Clinic Portal,clinic-portal/src/features/doctor-settings/presentation/messages.ts,mockSession,Badini,Mock session,معلومات,دانیشتنا تاقیکرنێ,None,Shown in doctor settings and preferences.,The Badini value was composed from approved terminology/patterns; no exact product-owner-approved value exists for this locale and full source sentence.,APPROVED_APPLIED,The exact product-owner-approved locale value was applied and verified.
147,Doctor Settings,Clinic Portal,clinic-portal/src/features/doctor-settings/presentation/messages.ts,repositoryMode,Badini,Repository mode,معلومات,رەوشا رێپۆزیتۆریێ,None,Shown in doctor settings and preferences.,The Badini value was composed from approved terminology/patterns; no exact product-owner-approved value exists for this locale and full source sentence.,APPROVED_APPLIED,The exact product-owner-approved locale value was applied and verified.
148,Doctor Settings,Clinic Portal,clinic-portal/src/features/doctor-settings/presentation/messages.ts,mock,Badini,Mock repository,معلومات,رێپۆزیتۆریا تاقیکرنێ,None,Shown in doctor settings and preferences.,The Badini value was composed from approved terminology/patterns; no exact product-owner-approved value exists for this locale and full source sentence.,APPROVED_APPLIED,The exact product-owner-approved locale value was applied and verified.
149,Doctor Settings,Clinic Portal,clinic-portal/src/features/doctor-settings/presentation/messages.ts,lastLocalizationUpdate,Badini,Last localization update,معلومات,دووماهیک نویکرنا زمانان,None,Shown in doctor settings and preferences.,The Badini value was composed from approved terminology/patterns; no exact product-owner-approved value exists for this locale and full source sentence.,APPROVED_APPLIED,The exact product-owner-approved locale value was applied and verified.
150,Doctor Settings,Clinic Portal,clinic-portal/src/features/doctor-settings/presentation/messages.ts,supportPlaceholder,Badini,Information link planned for a future release,معلومات,گرێدانەکا زانیاری د وەشانەکا داهاتی دا بەردەست دبیت,None,Shown in doctor settings and preferences.,The Badini value was composed from approved terminology/patterns; no exact product-owner-approved value exists for this locale and full source sentence.,APPROVED_APPLIED,The exact product-owner-approved locale value was applied and verified.
151,Doctor Settings,Clinic Portal,clinic-portal/src/features/doctor-settings/presentation/messages.ts,unavailable,Badini,Settings unavailable,الإعدادات غير متاحة.,رێکخستن بەردەست نینن,None,Shown in doctor settings and preferences.,The Badini value was composed from approved terminology/patterns; no exact product-owner-approved value exists for this locale and full source sentence.,APPROVED_APPLIED,The exact product-owner-approved locale value was applied and verified.
152,Doctor Schedule,Clinic Portal,clinic-portal/src/features/doctor-schedule/presentation/messages.ts,runningBehindHelp,Arabic,The queue is currently behind its expected pace.,تسير قائمة الانتظار حاليًا بوتيرة أبطأ من المتوقع.,نوکە سرا ژ خێراییا پێشبینی کری پاشکەفتییە.,None,Shown in the doctor schedule workspace.,The Arabic value was composed from approved terminology/patterns; no exact product-owner-approved value exists for this locale and full source sentence.,APPROVED_APPLIED,The exact product-owner-approved locale value was applied and verified.
153,Doctor Schedule,Clinic Portal,clinic-portal/src/features/doctor-schedule/presentation/messages.ts,largeGapHelp,Arabic,There is a longer open period between appointments.,توجد فترة فارغة طويلة بين المواعيد.,د ناڤبەرا ژڤانان دا دەمەکێ ڤالا یێ درێژ هەیە.,None,Shown in the doctor schedule workspace.,The Arabic value was composed from approved terminology/patterns; no exact product-owner-approved value exists for this locale and full source sentence.,APPROVED_APPLIED,The exact product-owner-approved locale value was applied and verified.
154,Doctor Schedule,Clinic Portal,clinic-portal/src/features/doctor-schedule/presentation/messages.ts,lunchApproachingHelp,Arabic,A scheduled lunch break appears in today's timeline.,تظهر استراحة غداء مجدولة ضمن جدول اليوم.,بێهنڤەدانا خوارنێ یا دیارکری د خشتەیا ئەڤرو دا دیارە.,None,Shown in the doctor schedule workspace.,The Arabic value was composed from approved terminology/patterns; no exact product-owner-approved value exists for this locale and full source sentence.,APPROVED_APPLIED,The exact product-owner-approved locale value was applied and verified.
155,Doctor Schedule,Clinic Portal,clinic-portal/src/features/doctor-schedule/presentation/messages.ts,sessionEndingSoonHelp,Arabic,The final appointment is close to the end of working hours.,الموعد الأخير قريب من نهاية ساعات العمل.,ژڤانا دووماهیێ نێزیکی دووماهیکا دەمێ کاری یە.,None,Shown in the doctor schedule workspace.,The Arabic value was composed from approved terminology/patterns; no exact product-owner-approved value exists for this locale and full source sentence.,APPROVED_APPLIED,The exact product-owner-approved locale value was applied and verified.
156,Doctor Schedule,Clinic Portal,clinic-portal/src/features/doctor-schedule/presentation/messages.ts,busyAfternoonHelp,Arabic,Several appointments are scheduled after midday.,توجد عدة مواعيد مجدولة بعد الظهر.,چەند ژڤان پشتی نیڤرو هاتینە دیارکرن.,None,Shown in the doctor schedule workspace.,The Arabic value was composed from approved terminology/patterns; no exact product-owner-approved value exists for this locale and full source sentence.,APPROVED_APPLIED,The exact product-owner-approved locale value was applied and verified.
157,Doctor Schedule,Clinic Portal,clinic-portal/src/features/doctor-schedule/presentation/messages.ts,noWarningsHelp,Arabic,The schedule has no derived warnings right now.,لا توجد تنبيهات مستخلصة من الجدول حاليًا.,نوکە خشتەی چ ئاگەهدارییەکا پێکهاتی نینە.,None,Shown in the doctor schedule workspace.,The Arabic value was composed from approved terminology/patterns; no exact product-owner-approved value exists for this locale and full source sentence.,APPROVED_APPLIED,The exact product-owner-approved locale value was applied and verified.
158,Doctor Schedule,Clinic Portal,clinic-portal/src/features/doctor-schedule/presentation/messages.ts,noUpcomingHelp,Arabic,No remaining appointments are scheduled for this doctor.,لا توجد مواعيد متبقية مجدولة لهذا الطبيب.,چ ژڤانێن مایی بو ڤی نوژداری نەهاتینە دیارکرن.,None,Shown in the doctor schedule workspace.,The Arabic value was composed from approved terminology/patterns; no exact product-owner-approved value exists for this locale and full source sentence.,APPROVED_APPLIED,The exact product-owner-approved locale value was applied and verified.
159,Doctor Schedule,Clinic Portal,clinic-portal/src/features/doctor-schedule/presentation/messages.ts,unavailable,Arabic,Schedule unavailable,الجدول غير متاح.,خشتە بەردەست نینە,None,Shown in the doctor schedule workspace.,The Arabic value was composed from approved terminology/patterns; no exact product-owner-approved value exists for this locale and full source sentence.,APPROVED_APPLIED,The exact product-owner-approved locale value was applied and verified.
160,Doctor Schedule,Clinic Portal,clinic-portal/src/features/doctor-schedule/presentation/messages.ts,unavailableBody,Arabic,The read-only doctor schedule is unavailable. No appointment state was changed.,جدول الطبيب المخصص للعرض فقط غير متاح. لم يتم تغيير حالة أي موعد.,خشتەیا نوژداری یا تنێ بو خواندنێ بەردەست نینە. رەوشا چ ژڤانەکێ نەهاتە گهورین.,None,Shown in the doctor schedule workspace.,The Arabic value was composed from approved terminology/patterns; no exact product-owner-approved value exists for this locale and full source sentence.,APPROVED_APPLIED,The exact product-owner-approved locale value was applied and verified.
161,Doctor Schedule,Clinic Portal,clinic-portal/src/features/doctor-schedule/presentation/messages.ts,subtitle,Badini,A read-only view of today's session.,عرض للقراءة فقط لجلسة اليوم.,دیتنەکا تنێ بو خواندنا دانیشتنا ئەڤرو.,None,Shown in the doctor schedule workspace.,The Badini value was composed from approved terminology/patterns; no exact product-owner-approved value exists for this locale and full source sentence.,APPROVED_APPLIED,The exact product-owner-approved locale value was applied and verified.
162,Doctor Schedule,Clinic Portal,clinic-portal/src/features/doctor-schedule/presentation/messages.ts,todayTimeline,Badini,Today's Timeline,الجدول الزمني لليوم,خشتەیا دەمی یا ئەڤرو,None,Shown in the doctor schedule workspace.,The Badini value was composed from approved terminology/patterns; no exact product-owner-approved value exists for this locale and full source sentence.,APPROVED_APPLIED,The exact product-owner-approved locale value was applied and verified.
163,Doctor Schedule,Clinic Portal,clinic-portal/src/features/doctor-schedule/presentation/messages.ts,upcomingSessions,Badini,Upcoming Sessions,الجلسات القادمة,دانیشتنێن داهاتی,None,Shown in the doctor schedule workspace.,The Badini value was composed from approved terminology/patterns; no exact product-owner-approved value exists for this locale and full source sentence.,APPROVED_APPLIED,The exact product-owner-approved locale value was applied and verified.
164,Doctor Schedule,Clinic Portal,clinic-portal/src/features/doctor-schedule/presentation/messages.ts,scheduleAlerts,Badini,Schedule Alerts,تنبيهات الجدول,ئاگەهداریێن خشتەیێ,None,Shown in the doctor schedule workspace.,The Badini value was composed from approved terminology/patterns; no exact product-owner-approved value exists for this locale and full source sentence.,APPROVED_APPLIED,The exact product-owner-approved locale value was applied and verified.
165,Doctor Schedule,Clinic Portal,clinic-portal/src/features/doctor-schedule/presentation/messages.ts,upcoming,Badini,Upcoming,معلومات,داهاتی,None,Shown in the doctor schedule workspace.,The Badini value was composed from approved terminology/patterns; no exact product-owner-approved value exists for this locale and full source sentence.,APPROVED_APPLIED,The exact product-owner-approved locale value was applied and verified.
166,Doctor Schedule,Clinic Portal,clinic-portal/src/features/doctor-schedule/presentation/messages.ts,runningBehind,Badini,Running behind,معلومات,پاشکەفتی,None,Shown in the doctor schedule workspace.,The Badini value was composed from approved terminology/patterns; no exact product-owner-approved value exists for this locale and full source sentence.,APPROVED_APPLIED,The exact product-owner-approved locale value was applied and verified.
167,Doctor Schedule,Clinic Portal,clinic-portal/src/features/doctor-schedule/presentation/messages.ts,largeGapHelp,Badini,There is a longer open period between appointments.,توجد فترة فارغة طويلة بين المواعيد.,د ناڤبەرا ژڤانان دا دەمەکێ ڤالا یێ درێژ هەیە.,None,Shown in the doctor schedule workspace.,The Badini value was composed from approved terminology/patterns; no exact product-owner-approved value exists for this locale and full source sentence.,APPROVED_APPLIED,The exact product-owner-approved locale value was applied and verified.
168,Doctor Schedule,Clinic Portal,clinic-portal/src/features/doctor-schedule/presentation/messages.ts,sessionEndingSoon,Badini,Session ending soon,معلومات,دانیشتن نێزیکی دووماهیکێ یە,None,Shown in the doctor schedule workspace.,The Badini value was composed from approved terminology/patterns; no exact product-owner-approved value exists for this locale and full source sentence.,APPROVED_APPLIED,The exact product-owner-approved locale value was applied and verified.
169,Doctor Schedule,Clinic Portal,clinic-portal/src/features/doctor-schedule/presentation/messages.ts,busyAfternoon,Badini,Busy afternoon,معلومات,پشتی نیڤرو مژویلە,None,Shown in the doctor schedule workspace.,The Badini value was composed from approved terminology/patterns; no exact product-owner-approved value exists for this locale and full source sentence.,APPROVED_APPLIED,The exact product-owner-approved locale value was applied and verified.
170,Doctor Schedule,Clinic Portal,clinic-portal/src/features/doctor-schedule/presentation/messages.ts,busyAfternoonHelp,Badini,Several appointments are scheduled after midday.,توجد عدة مواعيد مجدولة بعد الظهر.,چەند ژڤان پشتی نیڤرو هاتینە دیارکرن.,None,Shown in the doctor schedule workspace.,The Badini value was composed from approved terminology/patterns; no exact product-owner-approved value exists for this locale and full source sentence.,APPROVED_APPLIED,The exact product-owner-approved locale value was applied and verified.
171,Doctor Schedule,Clinic Portal,clinic-portal/src/features/doctor-schedule/presentation/messages.ts,noWarningsHelp,Badini,The schedule has no derived warnings right now.,لا توجد تنبيهات مستخلصة من الجدول حاليًا.,نوکە خشتەی چ ئاگەهدارییەکا پێکهاتی نینە.,None,Shown in the doctor schedule workspace.,The Badini value was composed from approved terminology/patterns; no exact product-owner-approved value exists for this locale and full source sentence.,APPROVED_APPLIED,The exact product-owner-approved locale value was applied and verified.
172,Doctor Schedule,Clinic Portal,clinic-portal/src/features/doctor-schedule/presentation/messages.ts,noUpcomingHelp,Badini,No remaining appointments are scheduled for this doctor.,لا توجد مواعيد متبقية مجدولة لهذا الطبيب.,چ ژڤانێن مایی بو ڤی نوژداری نەهاتینە دیارکرن.,None,Shown in the doctor schedule workspace.,The Badini value was composed from approved terminology/patterns; no exact product-owner-approved value exists for this locale and full source sentence.,APPROVED_APPLIED,The exact product-owner-approved locale value was applied and verified.
173,Doctor Schedule,Clinic Portal,clinic-portal/src/features/doctor-schedule/presentation/messages.ts,unavailable,Badini,Schedule unavailable,الجدول غير متاح.,خشتە بەردەست نینە,None,Shown in the doctor schedule workspace.,The Badini value was composed from approved terminology/patterns; no exact product-owner-approved value exists for this locale and full source sentence.,APPROVED_APPLIED,The exact product-owner-approved locale value was applied and verified.
174,Doctor Schedule,Clinic Portal,clinic-portal/src/features/doctor-schedule/presentation/messages.ts,unavailableBody,Badini,The read-only doctor schedule is unavailable. No appointment state was changed.,جدول الطبيب المخصص للعرض فقط غير متاح. لم يتم تغيير حالة أي موعد.,خشتەیا نوژداری یا تنێ بو خواندنێ بەردەست نینە. رەوشا چ ژڤانەکێ نەهاتە گهورین.,None,Shown in the doctor schedule workspace.,The Badini value was composed from approved terminology/patterns; no exact product-owner-approved value exists for this locale and full source sentence.,APPROVED_APPLIED,The exact product-owner-approved locale value was applied and verified.
175,Doctor Workspace,Clinic Portal,clinic-portal/src/features/doctor-patients/presentation/messages.ts,subtitle,Arabic,Your current patient and the next patients prepared for this session.,المريض الحالي والمرضى التاليون الذين تم تجهيزهم لهذه الجلسة.,نەخوشێ نوکە یێ تە و نەخوشێن ل دویفرا یێن بو ڤێ دانیشتنێ ئامادەکری.,None,Shown in the doctor workspace or current-patient workflow.,The Arabic value was composed from approved terminology/patterns; no exact product-owner-approved value exists for this locale and full source sentence.,APPROVED_APPLIED,The exact product-owner-approved locale value was applied and verified.
176,Doctor Workspace,Clinic Portal,clinic-portal/src/features/doctor-patients/presentation/messages.ts,noCurrentBody,Arabic,No consultation is active. The waiting patients remain unchanged.,لا توجد استشارة نشطة حاليًا. سيبقى المرضى المنتظرون دون تغيير.,نوکە چ پشکنینەک چالاک نینە. نەخوشێن ل چاڤەرێ وەکی خو دمینن.,None,Shown in the doctor workspace or current-patient workflow.,The Arabic value was composed from approved terminology/patterns; no exact product-owner-approved value exists for this locale and full source sentence.,APPROVED_APPLIED,The exact product-owner-approved locale value was applied and verified.
177,Doctor Workspace,Clinic Portal,clinic-portal/src/features/doctor-patients/presentation/messages.ts,noNextBody,Arabic,Reception has not prepared another patient for this doctor session.,لم يجهز الاستقبال مريضًا آخر لجلسة الطبيب هذه.,پێشوازی هێشتا نەخوشەکێ دی بو ڤێ دانیشتنا نوژداری ئامادە نەکرییە.,None,Shown in the doctor workspace or current-patient workflow.,The Arabic value was composed from approved terminology/patterns; no exact product-owner-approved value exists for this locale and full source sentence.,APPROVED_APPLIED,The exact product-owner-approved locale value was applied and verified.
178,Doctor Workspace,Clinic Portal,clinic-portal/src/features/doctor-patients/presentation/messages.ts,unavailable,Arabic,Doctor patients unavailable,مرضى الطبيب غير متاحين.,نەخوشێن نوژداری بەردەست نینن,None,Shown in the doctor workspace or current-patient workflow.,The Arabic value was composed from approved terminology/patterns; no exact product-owner-approved value exists for this locale and full source sentence.,APPROVED_APPLIED,The exact product-owner-approved locale value was applied and verified.
179,Doctor Workspace,Clinic Portal,clinic-portal/src/features/doctor-patients/presentation/messages.ts,unavailableBody,Arabic,This doctor session is not enabled. No patient information has been exposed.,جلسة الطبيب هذه غير مفعّلة. لم يتم عرض أي معلومات عن المرضى.,ئەڤ دانیشتنا نوژداری نەچالاککرییە. چ زانیاریێن نەخوشی نەهاتینە نیشاندان.,None,Shown in the doctor workspace or current-patient workflow.,The Arabic value was composed from approved terminology/patterns; no exact product-owner-approved value exists for this locale and full source sentence.,APPROVED_APPLIED,The exact product-owner-approved locale value was applied and verified.
180,Doctor Workspace,Clinic Portal,clinic-portal/src/features/doctor-patients/presentation/messages.ts,title,Badini,Patients Today,مرضى اليوم,نەخوشێن ئەڤرو,None,Shown in the doctor workspace or current-patient workflow.,The Badini value was composed from approved terminology/patterns; no exact product-owner-approved value exists for this locale and full source sentence.,APPROVED_APPLIED,The exact product-owner-approved locale value was applied and verified.
181,Doctor Workspace,Clinic Portal,clinic-portal/src/features/doctor-patients/presentation/messages.ts,subtitle,Badini,Your current patient and the next patients prepared for this session.,المريض الحالي والمرضى التاليون الذين تم تجهيزهم لهذه الجلسة.,نەخوشێ نوکە یێ تە و نەخوشێن ل دویفرا یێن بو ڤێ دانیشتنێ ئامادەکری.,None,Shown in the doctor workspace or current-patient workflow.,The Badini value was composed from approved terminology/patterns; no exact product-owner-approved value exists for this locale and full source sentence.,APPROVED_APPLIED,The exact product-owner-approved locale value was applied and verified.
182,Doctor Workspace,Clinic Portal,clinic-portal/src/features/doctor-patients/presentation/messages.ts,sessionSummary,Badini,Session Summary,ملخص الجلسة,پوختەیا دانیشتنێ,None,Shown in the doctor workspace or current-patient workflow.,The Badini value was composed from approved terminology/patterns; no exact product-owner-approved value exists for this locale and full source sentence.,APPROVED_APPLIED,The exact product-owner-approved locale value was applied and verified.
183,Doctor Workspace,Clinic Portal,clinic-portal/src/features/doctor-patients/presentation/messages.ts,sessionState,Badini,Session state,حالة الجلسة,رەوشا دانیشتنێ,None,Shown in the doctor workspace or current-patient workflow.,The Badini value was composed from approved terminology/patterns; no exact product-owner-approved value exists for this locale and full source sentence.,APPROVED_APPLIED,The exact product-owner-approved locale value was applied and verified.
184,Doctor Workspace,Clinic Portal,clinic-portal/src/features/doctor-patients/presentation/messages.ts,visiblePatients,Badini,Visible patients,المرضى الظاهرون,نەخوشێن دیار,None,Shown in the doctor workspace or current-patient workflow.,The Badini value was composed from approved terminology/patterns; no exact product-owner-approved value exists for this locale and full source sentence.,APPROVED_APPLIED,The exact product-owner-approved locale value was applied and verified.
185,Doctor Workspace,Clinic Portal,clinic-portal/src/features/doctor-patients/presentation/messages.ts,arrivalState,Badini,Arrival state,حالة الوصول,رەوشا هاتنێ,None,Shown in the doctor workspace or current-patient workflow.,The Badini value was composed from approved terminology/patterns; no exact product-owner-approved value exists for this locale and full source sentence.,APPROVED_APPLIED,The exact product-owner-approved locale value was applied and verified.
186,Doctor Workspace,Clinic Portal,clinic-portal/src/features/doctor-patients/presentation/messages.ts,noNext,Badini,No patients are ready next,لا يوجد مرضى جاهزون تالياً,چ نەخوش بو ل دویفرا ئامادە نینن,None,Shown in the doctor workspace or current-patient workflow.,The Badini value was composed from approved terminology/patterns; no exact product-owner-approved value exists for this locale and full source sentence.,APPROVED_APPLIED,The exact product-owner-approved locale value was applied and verified.
187,Doctor Workspace,Clinic Portal,clinic-portal/src/features/doctor-patients/presentation/messages.ts,noNextBody,Badini,Reception has not prepared another patient for this doctor session.,لم يجهز الاستقبال مريضًا آخر لجلسة الطبيب هذه.,پێشوازی هێشتا نەخوشەکێ دی بو ڤێ دانیشتنا نوژداری ئامادە نەکرییە.,None,Shown in the doctor workspace or current-patient workflow.,The Badini value was composed from approved terminology/patterns; no exact product-owner-approved value exists for this locale and full source sentence.,APPROVED_APPLIED,The exact product-owner-approved locale value was applied and verified.
188,Doctor Workspace,Clinic Portal,clinic-portal/src/features/doctor-patients/presentation/messages.ts,unavailable,Badini,Doctor patients unavailable,مرضى الطبيب غير متاحين.,نەخوشێن نوژداری بەردەست نینن,None,Shown in the doctor workspace or current-patient workflow.,The Badini value was composed from approved terminology/patterns; no exact product-owner-approved value exists for this locale and full source sentence.,APPROVED_APPLIED,The exact product-owner-approved locale value was applied and verified.
189,Doctor Workspace,Clinic Portal,clinic-portal/src/features/doctor-patients/presentation/messages.ts,unavailableBody,Badini,This doctor session is not enabled. No patient information has been exposed.,جلسة الطبيب هذه غير مفعّلة. لم يتم عرض أي معلومات عن المرضى.,ئەڤ دانیشتنا نوژداری نەچالاککرییە. چ زانیاریێن نەخوشی نەهاتینە نیشاندان.,None,Shown in the doctor workspace or current-patient workflow.,The Badini value was composed from approved terminology/patterns; no exact product-owner-approved value exists for this locale and full source sentence.,APPROVED_APPLIED,The exact product-owner-approved locale value was applied and verified.
190,Doctor Notifications,Clinic Portal,clinic-portal/src/features/doctor-notifications/presentation/messages.ts,patientArrivedDescription,Arabic,The patient is ready at reception.,المريض جاهز لدى الاستقبال.,نەخوش ل پێشوازیێ ئامادەیە.,None,Shown in the doctor notification workspace.,The Arabic value was composed from approved terminology/patterns; no exact product-owner-approved value exists for this locale and full source sentence.,APPROVED_APPLIED,The exact product-owner-approved locale value was applied and verified.
191,Doctor Notifications,Clinic Portal,clinic-portal/src/features/doctor-notifications/presentation/messages.ts,patientArrivedAction,Arabic,Continue the current consultation. Reception will manage the queue.,تابع الاستشارة الحالية. سيتولى الاستقبال إدارة قائمة الانتظار.,پشکنینا نوکە بەردەوام بکە. پێشوازی دێ سرایێ رێڤەبەت.,None,Shown in the doctor notification workspace.,The Arabic value was composed from approved terminology/patterns; no exact product-owner-approved value exists for this locale and full source sentence.,APPROVED_APPLIED,The exact product-owner-approved locale value was applied and verified.
192,Doctor Notifications,Clinic Portal,clinic-portal/src/features/doctor-notifications/presentation/messages.ts,runningBehindDescription,Arabic,The current queue is behind its expected pace.,قائمة الانتظار الحالية أبطأ من الوتيرة المتوقعة.,سرایا نوکە ژ خێراییا پێشبینی کری پاشکەفتییە.,None,Shown in the doctor notification workspace.,The Arabic value was composed from approved terminology/patterns; no exact product-owner-approved value exists for this locale and full source sentence.,APPROVED_APPLIED,The exact product-owner-approved locale value was applied and verified.
193,Doctor Notifications,Clinic Portal,clinic-portal/src/features/doctor-notifications/presentation/messages.ts,runningBehindAction,Arabic,Continue safely and review the schedule before the next consultation.,تابع العمل بأمان وراجع الجدول قبل الاستشارة التالية.,ب پاراستی بەردەوام بە و بەری پشکنینا ل دویفرا خشتەیێ بپشکنە.,None,Shown in the doctor notification workspace.,The Arabic value was composed from approved terminology/patterns; no exact product-owner-approved value exists for this locale and full source sentence.,APPROVED_APPLIED,The exact product-owner-approved locale value was applied and verified.
194,Doctor Notifications,Clinic Portal,clinic-portal/src/features/doctor-notifications/presentation/messages.ts,receptionDescription,Arabic,Reception shared a read-only session update.,شارك الاستقبال تحديثًا للجلسة مخصصًا للعرض فقط.,پێشوازی نویکرنەکا دانیشتنێ یا تنێ بو خواندنێ بەلاڤ کر.,None,Shown in the doctor notification workspace.,The Arabic value was composed from approved terminology/patterns; no exact product-owner-approved value exists for this locale and full source sentence.,APPROVED_APPLIED,The exact product-owner-approved locale value was applied and verified.
195,Doctor Notifications,Clinic Portal,clinic-portal/src/features/doctor-notifications/presentation/messages.ts,receptionAction,Arabic,Open the workspace when the consultation is ready to begin.,افتح مساحة العمل عندما تصبح الاستشارة جاهزة للبدء.,دەمێ پشکنین بو دەستپێکرنێ ئامادە بیت، جهێ کاری ڤەکە.,None,Shown in the doctor notification workspace.,The Arabic value was composed from approved terminology/patterns; no exact product-owner-approved value exists for this locale and full source sentence.,APPROVED_APPLIED,The exact product-owner-approved locale value was applied and verified.
196,Doctor Notifications,Clinic Portal,clinic-portal/src/features/doctor-notifications/presentation/messages.ts,breakDescription,Arabic,A scheduled break is approaching.,تقترب فترة الاستراحة المجدولة.,بێهنڤەدانا دیارکری نێزیکە.,None,Shown in the doctor notification workspace.,The Arabic value was composed from approved terminology/patterns; no exact product-owner-approved value exists for this locale and full source sentence.,APPROVED_APPLIED,The exact product-owner-approved locale value was applied and verified.
197,Doctor Notifications,Clinic Portal,clinic-portal/src/features/doctor-notifications/presentation/messages.ts,breakAction,Arabic,Review the schedule before the break.,راجع الجدول قبل الاستراحة.,بەری بێهنڤەدانێ خشتەیێ بپشکنە.,None,Shown in the doctor notification workspace.,The Arabic value was composed from approved terminology/patterns; no exact product-owner-approved value exists for this locale and full source sentence.,APPROVED_APPLIED,The exact product-owner-approved locale value was applied and verified.
198,Doctor Notifications,Clinic Portal,clinic-portal/src/features/doctor-notifications/presentation/messages.ts,rescheduledDescription,Arabic,The appointment time was updated.,تم تحديث وقت الموعد.,دەمێ ژڤانێ هاتە نویکرن.,None,Shown in the doctor notification workspace.,The Arabic value was composed from approved terminology/patterns; no exact product-owner-approved value exists for this locale and full source sentence.,APPROVED_APPLIED,The exact product-owner-approved locale value was applied and verified.
199,Doctor Notifications,Clinic Portal,clinic-portal/src/features/doctor-notifications/presentation/messages.ts,rescheduledAction,Arabic,Review the updated appointment context.,راجع معلومات الموعد المحدّثة.,زانیاریێن نویکری یێن ژڤانێ بپشکنە.,None,Shown in the doctor notification workspace.,The Arabic value was composed from approved terminology/patterns; no exact product-owner-approved value exists for this locale and full source sentence.,APPROVED_APPLIED,The exact product-owner-approved locale value was applied and verified.
200,Doctor Notifications,Clinic Portal,clinic-portal/src/features/doctor-notifications/presentation/messages.ts,announcementDescription,Arabic,Clinic management published a staff notice.,نشرت إدارة العيادة إعلانًا للموظفين.,رێڤەبەرییا کلینیکێ راگەهاندنەک بو کارمەندان بەلاڤ کر.,None,Shown in the doctor notification workspace.,The Arabic value was composed from approved terminology/patterns; no exact product-owner-approved value exists for this locale and full source sentence.,APPROVED_APPLIED,The exact product-owner-approved locale value was applied and verified.
201,Doctor Notifications,Clinic Portal,clinic-portal/src/features/doctor-notifications/presentation/messages.ts,announcementAction,Arabic,No action is needed during the current consultation.,لا يلزم اتخاذ أي إجراء أثناء الاستشارة الحالية.,د پشکنینا نوکە دا چ کار پێدڤی نینە.,None,Shown in the doctor notification workspace.,The Arabic value was composed from approved terminology/patterns; no exact product-owner-approved value exists for this locale and full source sentence.,APPROVED_APPLIED,The exact product-owner-approved locale value was applied and verified.
202,Doctor Notifications,Clinic Portal,clinic-portal/src/features/doctor-notifications/presentation/messages.ts,genericTitle,Arabic,Session update,تحديث الجلسة,نویکرنا دانیشتنێ,None,Shown in the doctor notification workspace.,The Arabic value was composed from approved terminology/patterns; no exact product-owner-approved value exists for this locale and full source sentence.,APPROVED_APPLIED,The exact product-owner-approved locale value was applied and verified.
203,Doctor Notifications,Clinic Portal,clinic-portal/src/features/doctor-notifications/presentation/messages.ts,genericDescription,Arabic,A read-only session update is available.,يتوفر تحديث جديد للجلسة للعرض فقط.,نویکرنەکا نوی یا دانیشتنێ بو خواندنێ تنێ بەردەستە.,None,Shown in the doctor notification workspace.,The Arabic value was composed from approved terminology/patterns; no exact product-owner-approved value exists for this locale and full source sentence.,APPROVED_APPLIED,The exact product-owner-approved locale value was applied and verified.
204,Doctor Notifications,Clinic Portal,clinic-portal/src/features/doctor-notifications/presentation/messages.ts,genericAction,Arabic,Review the related workspace when safe.,راجع مساحة العمل ذات الصلة عندما يكون ذلك آمنًا.,دەمێ پاراستی بیت، جهێ کارێ پەیوەندیدار بپشکنە.,None,Shown in the doctor notification workspace.,The Arabic value was composed from approved terminology/patterns; no exact product-owner-approved value exists for this locale and full source sentence.,APPROVED_APPLIED,The exact product-owner-approved locale value was applied and verified.
205,Doctor Notifications,Clinic Portal,clinic-portal/src/features/doctor-notifications/presentation/messages.ts,unavailable,Arabic,Notifications unavailable,الإشعارات غير متاحة.,ئاگەهداری بەردەست نینن,None,Shown in the doctor notification workspace.,The Arabic value was composed from approved terminology/patterns; no exact product-owner-approved value exists for this locale and full source sentence.,APPROVED_APPLIED,The exact product-owner-approved locale value was applied and verified.
