ID,English source,Arabic current,Badini current,Translation status,Surface,Feature,Source file/key,Hardcoded?,Duplicate/inconsistent?,Native review needed?,Notes
S13U-0790,Profile image for {name},صورة الملف الشخصي لـ {name},وێنێ پڕۆفایلا {name},COMPLETE,Flutter,profile/account,"mobile/lib/l10n/app_{en,ar,ku}.arb#profileImageLabel",No,No,No,Explicit Arabic and Badini catalog values; no supported-locale English spread fallback.
S13U-0791,"Profile is active, archived, or its version is stale.",,,USER_VISIBLE,Backend user-visible,profile/account,backend/src/modules/patients/presentation/patients.controller.ts:202,No,No,Yes,Sprint 13U backend boundary classification: USER_VISIBLE.
S13U-0792,Profile is archived or its version is stale.,,,USER_VISIBLE,Backend user-visible,profile/account,backend/src/modules/patients/presentation/patients.controller.ts:161,No,No,Yes,Sprint 13U backend boundary classification: USER_VISIBLE.
S13U-0794,"Public image URL, or null until an approved publication boundary exists.",,,USER_VISIBLE,Backend user-visible,shared,backend/src/modules/doctors/presentation/doctor.dto.ts:186,No,No,Yes,Sprint 13U backend boundary classification: USER_VISIBLE.
S13U-0795,Qualifying appointments,المواعيد المؤهلة,زانیاری,COMPLETE,Clinic Portal,billing,clinic-portal/src/features/billing/presentation/messages.ts#qualifying,No,No,No,Explicit Arabic and Badini catalog values; no supported-locale English spread fallback.
S13U-0796,Queue,معلومات,زانیاری,COMPLETE,Clinic Portal,queue,clinic-portal/src/features/live-queue/presentation/messages.ts#queue,No,No,No,Explicit Arabic and Badini catalog values; no supported-locale English spread fallback.
S13U-0797,Queue #,معلومات,زانیاری,COMPLETE,Clinic Portal,queue,clinic-portal/src/features/live-queue/presentation/messages.ts#queueNumber,No,No,No,Explicit Arabic and Badini catalog values; no supported-locale English spread fallback.
S13U-0798,Queue command is already in progress.,,,MACHINE_CONTRACT,Backend user-visible,queue,backend/src/modules/queue/infrastructure/prisma-queue.repository.ts:950,No,No,No,Sprint 13U backend boundary classification: MACHINE_CONTRACT.
S13U-0799,Queue entry cursor is invalid.,,,MACHINE_CONTRACT,Backend user-visible,queue,backend/src/modules/queue/infrastructure/prisma-queue.repository.ts:1232,No,No,No,Sprint 13U backend boundary classification: MACHINE_CONTRACT.
S13U-0800,Queue entry is a separate next step. Recording arrival alone never assigns a ticket.,الدخول إلى الطابور خطوة منفصلة. تسجيل الوصول وحده لا يمنح رقماً.,چوونا رێزێ گاڤەکا جودایە. تۆمارکرنا هاتنێ بتنێ ژمارەی رێزێ نادەت.,COMPLETE,Clinic Portal,queue,clinic-portal/src/features/arrivals/presentation/messages.ts#queueSeparate,No,No,No,Explicit Arabic and Badini catalog values; no supported-locale English spread fallback.
S13U-0801,Queue entry transition is invalid.,,,MACHINE_CONTRACT,Backend user-visible,queue,backend/src/modules/queue/infrastructure/prisma-queue.repository.ts:752,No,No,No,Sprint 13U backend boundary classification: MACHINE_CONTRACT.
S13U-0802,Queue entry was not found.,,,MACHINE_CONTRACT,Backend user-visible,queue,backend/src/modules/queue/infrastructure/prisma-queue.repository.ts:742,No,No,No,Sprint 13U backend boundary classification: MACHINE_CONTRACT.
S13U-0803,Queue health,حالة قائمة الانتظار,زانیاری,COMPLETE,Clinic Portal,doctor portal,clinic-portal/src/features/doctor-settings/presentation/messages.ts#queueHealth; clinic-portal/src/i18n/index.ts#queueHealth,No,No,No,Explicit Arabic and Badini catalog values; no supported-locale English spread fallback.
S13U-0804,Queue Health,حالة قائمة الانتظار,زانیاری,COMPLETE,Clinic Portal,doctor portal,clinic-portal/src/features/doctor/presentation/messages.ts#queueHealth; clinic-portal/src/features/live-queue/presentation/messages.ts#queueHealth,No,No,No,Explicit Arabic and Badini catalog values; no supported-locale English spread fallback.
S13U-0805,Queue history,معلومات,زانیاری,COMPLETE,Clinic Portal,doctor portal,clinic-portal/src/features/doctor/presentation/messages.ts#queueHistory,No,No,No,Explicit Arabic and Badini catalog values; no supported-locale English spread fallback.
S13U-0806,Queue Information,معلومات,زانیاری,COMPLETE,Clinic Portal,queue,clinic-portal/src/i18n/index.ts#queueInformation,No,No,No,Explicit Arabic and Badini catalog values; no supported-locale English spread fallback.
S13U-0807,Queue is already open.,,,MACHINE_CONTRACT,Backend user-visible,queue,backend/src/modules/queue/infrastructure/prisma-queue.repository.ts:437,No,No,No,Sprint 13U backend boundary classification: MACHINE_CONTRACT.
S13U-0808,Queue is not open or the version is stale.,,,MACHINE_CONTRACT,Backend user-visible,queue,backend/src/modules/queue/infrastructure/prisma-queue.repository.ts:685,No,No,No,Sprint 13U backend boundary classification: MACHINE_CONTRACT.
S13U-0809,Queue load,معلومات,زانیاری,COMPLETE,Clinic Portal,queue,clinic-portal/src/i18n/index.ts#queueLoad,No,No,No,Explicit Arabic and Badini catalog values; no supported-locale English spread fallback.
S13U-0810,Queue notifications,معلومات,زانیاری,COMPLETE,Clinic Portal,doctor portal,clinic-portal/src/features/doctor-settings/presentation/messages.ts#queueNotifications,No,No,No,Explicit Arabic and Badini catalog values; no supported-locale English spread fallback.
S13U-0811,Queue number,رقم الدور,ژمارا سرایێ,COMPLETE,Clinic Portal,doctor portal,clinic-portal/src/features/doctor-patients/presentation/messages.ts#queueNumber; clinic-portal/src/features/doctor/presentation/messages.ts#queueNumber; clinic-portal/src/i18n/index.ts#queueNumber,No,No,No,Explicit Arabic and Badini catalog values; no supported-locale English spread fallback.
S13U-0812,Queue opened,معلومات,زانیاری,COMPLETE,Clinic Portal,queue,clinic-portal/src/features/live-queue/presentation/messages.ts#queueOpened,No,No,No,Explicit Arabic and Badini catalog values; no supported-locale English spread fallback.
S13U-0813,Queue opens on appointment day.,يفتح الطابور في يوم الموعد.,ڕیز ل رۆژا ژڤانیێ ڤەدبیت.,COMPLETE,Flutter,appointments,"mobile/lib/l10n/app_{en,ar,ku}.arb#queueOpensAppointmentDay",No,No,No,Explicit Arabic and Badini catalog values; no supported-locale English spread fallback.
S13U-0814,Queue operation could not be completed safely. Please retry.,,,MACHINE_CONTRACT,Backend user-visible,queue,backend/src/modules/queue/infrastructure/prisma-queue.repository.ts:1168; backend/src/modules/queue/infrastructure/prisma-queue.repository.ts:1183,No,No,No,Sprint 13U backend boundary classification: MACHINE_CONTRACT.
S13U-0815,Queue Operations,إدارة قائمة الانتظار,زانیاری,COMPLETE,Clinic Portal,queue,clinic-portal/src/features/live-queue/presentation/messages.ts#title,No,No,No,Explicit Arabic and Badini catalog values; no supported-locale English spread fallback.
S13U-0816,Queue or entry version is stale.,,,MACHINE_CONTRACT,Backend user-visible,queue,backend/src/modules/queue/infrastructure/prisma-queue.repository.ts:744,No,No,No,Sprint 13U backend boundary classification: MACHINE_CONTRACT.
S13U-0817,Queue paused,قائمة الانتظار متوقفة مؤقتًا,رێزبەندی بو دەمکی هاتە راگرتن,COMPLETE,Clinic Portal,queue,clinic-portal/src/features/live-queue/presentation/messages.ts#queuePaused; clinic-portal/src/i18n/index.ts#paused,No,No,No,Explicit Arabic and Badini catalog values; no supported-locale English spread fallback.
S13U-0818,Queue ready at,وقت الجاهزية للطابور,دەمێ ئامادەبوونا رێزێ,COMPLETE,Clinic Portal,queue,clinic-portal/src/features/arrivals/presentation/messages.ts#queueReadyAt,No,No,No,Explicit Arabic and Badini catalog values; no supported-locale English spread fallback.
S13U-0819,Queue resumed,معلومات,زانیاری,COMPLETE,Clinic Portal,queue,clinic-portal/src/features/live-queue/presentation/messages.ts#queueResumed,No,No,No,Explicit Arabic and Badini catalog values; no supported-locale English spread fallback.
S13U-0820,Queue state,معلومات,زانیاری,COMPLETE,Clinic Portal,doctor portal,clinic-portal/src/features/doctor/presentation/messages.ts#queueState,No,No,No,Explicit Arabic and Badini catalog values; no supported-locale English spread fallback.
S13U-0821,Queue state changed or the operation is not available.,,,MACHINE_CONTRACT,Backend user-visible,queue,backend/src/modules/queue/infrastructure/prisma-queue.repository.ts:1177,No,No,No,Sprint 13U backend boundary classification: MACHINE_CONTRACT.
S13U-0822,Queue state is stale.,,,MACHINE_CONTRACT,Backend user-visible,queue,backend/src/modules/queue/infrastructure/prisma-queue.repository.ts:482,No,No,No,Sprint 13U backend boundary classification: MACHINE_CONTRACT.
S13U-0823,Queue state or version is stale.,,,MACHINE_CONTRACT,Backend user-visible,queue,backend/src/modules/queue/infrastructure/prisma-queue.repository.ts:439,No,No,No,Sprint 13U backend boundary classification: MACHINE_CONTRACT.
S13U-0824,Queue status,حالة قائمة الانتظار,رەوشا رێزبەندیێ,COMPLETE,Clinic Portal,queue,clinic-portal/src/features/live-queue/presentation/production-messages.ts#status; clinic-portal/src/i18n/index.ts#queueStatus,No,No,No,Explicit Arabic and Badini catalog values; no supported-locale English spread fallback.
S13U-0825,Queue status: $label,,,RUNTIME_DATA_COMPOSITION,Flutter,queue,mobile/lib/features/live_queue/presentation/widgets/queue_status_indicator.dart:30,No,No,No,Localized label combined with runtime data; not standalone English copy.
S13U-0826,Queue still has unresolved work.,,,MACHINE_CONTRACT,Backend user-visible,queue,backend/src/modules/queue/infrastructure/prisma-queue.repository.ts:634,No,No,No,Sprint 13U backend boundary classification: MACHINE_CONTRACT.
S13U-0827,Queue timezone,منطقة الطابور الزمنية,دەمژمێرا رێزێ,COMPLETE,Clinic Portal,queue,clinic-portal/src/features/live-queue/presentation/production-messages.ts#timezone,No,No,No,Explicit Arabic and Badini catalog values; no supported-locale English spread fallback.
S13U-0828,Queue transition is invalid.,,,MACHINE_CONTRACT,Backend user-visible,queue,backend/src/modules/queue/infrastructure/prisma-queue.repository.ts:627,No,No,No,Sprint 13U backend boundary classification: MACHINE_CONTRACT.
S13U-0829,Queue update,معلومات,زانیاری,COMPLETE,Clinic Portal,queue,clinic-portal/src/i18n/index.ts#queueUpdate,No,No,No,Explicit Arabic and Badini catalog values; no supported-locale English spread fallback.
S13U-0830,Queue updated.,تم تحديث الطابور.,رێز هاتە نووکرن.,COMPLETE,Clinic Portal,queue,clinic-portal/src/features/live-queue/presentation/production-messages.ts#success,No,No,No,Explicit Arabic and Badini catalog values; no supported-locale English spread fallback.
S13U-0831,Queue updates,تحديثات الطابور,نووکرنێن ریزێ,COMPLETE,Flutter,queue,"mobile/lib/l10n/app_{en,ar,ku}.arb#queueUpdates",No,No,No,Explicit Arabic and Badini catalog values; no supported-locale English spread fallback.
S13U-0832,Queue version is stale.,,,MACHINE_CONTRACT,Backend user-visible,queue,backend/src/modules/queue/infrastructure/prisma-queue.repository.ts:435; backend/src/modules/queue/infrastructure/prisma-queue.repository.ts:616,No,No,No,Sprint 13U backend boundary classification: MACHINE_CONTRACT.
S13U-0833,Queue was not found.,,,MACHINE_CONTRACT,Backend user-visible,queue,backend/src/modules/queue/application/queue.service.ts:214; backend/src/modules/queue/application/queue.service.ts:237; backend/src/modules/queue/infrastructure/prisma-queue.repository.ts:832; backend/src/modules/queue/infrastructure/prisma-queue.repository.ts:923,No,No,No,Sprint 13U backend boundary classification: MACHINE_CONTRACT.
S13U-0834,Quick Actions,إجراءات سريعة,کارێن بلەز,COMPLETE,Clinic Portal,doctor portal,clinic-portal/src/features/doctor-notifications/presentation/messages.ts#quickActions; clinic-portal/src/features/doctor-schedule/presentation/messages.ts#quickActions; clinic-portal/src/features/doctor-settings/presentation/messages.ts#quickActions; clinic-portal/src/i18n/index.ts#quick; clinic-portal/src/i18n/index.ts#quickActions,No,No,No,Explicit Arabic and Badini catalog values; no supported-locale English spread fallback.
S13U-0835,Quick categories,فئات سريعة,پۆلێن خێرا,COMPLETE,Flutter,shared,"mobile/lib/l10n/app_{en,ar,ku}.arb#quickCategories",No,No,No,Explicit Arabic and Badini catalog values; no supported-locale English spread fallback.
S13U-0836,Rate Visit,قيّم الزيارة,سەردانێ هەلسەنگینە,COMPLETE,Flutter,shared,"mobile/lib/l10n/app_{en,ar,ku}.arb#rateVisit",No,No,No,Explicit Arabic and Badini catalog values; no supported-locale English spread fallback.
S13U-0837,Read,مقروء,ڤەکری,COMPLETE,Clinic Portal,doctor portal,clinic-portal/src/features/doctor-notifications/presentation/messages.ts#read,No,No,No,Explicit Arabic and Badini catalog values; no supported-locale English spread fallback.
S13U-0838,Read-only billing,فوترة للقراءة فقط,زانیاری,COMPLETE,Clinic Portal,billing,clinic-portal/src/features/billing/presentation/messages.ts#readOnly,No,No,No,Explicit Arabic and Badini catalog values; no supported-locale English spread fallback.
S13U-0839,Read-only updates that affect your current clinic session.,تحديثات للقراءة فقط تؤثر في جلسة العيادة الحالية.,زانیاری,COMPLETE,Clinic Portal,doctor portal,clinic-portal/src/features/doctor-notifications/presentation/messages.ts#subtitle,No,No,No,Explicit Arabic and Badini catalog values; no supported-locale English spread fallback.
S13U-0840,Ready,جاهز,ئامادە,COMPLETE,Clinic Portal,queue,clinic-portal/src/features/live-queue/presentation/messages.ts#ready,No,No,No,Explicit Arabic and Badini catalog values; no supported-locale English spread fallback.
S13U-0841,Ready for Live Queue,جاهز لقائمة الانتظار المباشرة,بو رێزبەندییا زندی ئامادەیە,COMPLETE,Clinic Portal,queue,clinic-portal/src/i18n/index.ts#queueReady,No,No,No,Explicit Arabic and Badini catalog values; no supported-locale English spread fallback.
S13U-0842,Ready to join the queue,جاهز للانضمام إلى الطابور,ئامادەیە بچیتە رێزێ,COMPLETE,Clinic Portal,queue,clinic-portal/src/features/arrivals/presentation/messages.ts#queueReady,No,No,No,Explicit Arabic and Badini catalog values; no supported-locale English spread fallback.
S13U-0843,Reason,السبب,ئەگەر,COMPLETE,Clinic Portal,clinic management,clinic-portal/src/features/clinical-presentation/messages.ts#reason,No,No,No,Explicit Arabic and Badini catalog values; no supported-locale English spread fallback.
S13U-0844,Reason for visit,سبب الزيارة,ئەگەرێ سەردانێ,COMPLETE,Flutter,appointments,"mobile/lib/l10n/app_{en,ar,ku}.arb#appointmentReason",No,No,No,Explicit Arabic and Badini catalog values; no supported-locale English spread fallback.
S13U-0845,Recall,إعادة الاستدعاء,دیسان بانگ بکە,COMPLETE,Clinic Portal,queue,clinic-portal/src/features/live-queue/presentation/production-messages.ts#recall,No,No,No,Explicit Arabic and Badini catalog values; no supported-locale English spread fallback.
S13U-0846,Recall is not currently available.,,,MACHINE_CONTRACT,Backend user-visible,queue,backend/src/modules/queue/infrastructure/prisma-queue.repository.ts:765,No,No,No,Sprint 13U backend boundary classification: MACHINE_CONTRACT.
S13U-0847,Recall Patient,معلومات,زانیاری,COMPLETE,Clinic Portal,queue,clinic-portal/src/features/live-queue/presentation/messages.ts#recallPatient,No,No,No,Explicit Arabic and Badini catalog values; no supported-locale English spread fallback.
S13U-0848,Recent Activity,النشاط الأخير,زانیاری,COMPLETE,Clinic Portal,queue,clinic-portal/src/features/live-queue/presentation/messages.ts#recentActivity,No,No,No,Explicit Arabic and Badini catalog values; no supported-locale English spread fallback.
S13U-0849,Recent appointments,المواعيد السابقة,ژوانێن بۆری,COMPLETE,Clinic Portal,appointments,clinic-portal/src/features/clinical-presentation/messages.ts#recent,No,No,No,Explicit Arabic and Badini catalog values; no supported-locale English spread fallback.
S13U-0850,Recent Notifications,معلومات,زانیاری,COMPLETE,Clinic Portal,notifications,clinic-portal/src/i18n/index.ts#recentNotifications,No,No,No,Explicit Arabic and Badini catalog values; no supported-locale English spread fallback.
S13U-0851,Recent Session Activity,نشاط الجلسة الأخير,زانیاری,COMPLETE,Clinic Portal,doctor portal,clinic-portal/src/features/doctor/presentation/messages.ts#recentActivity,No,No,No,Explicit Arabic and Badini catalog values; no supported-locale English spread fallback.
S13U-0852,Recent update,معلومات,زانیاری,COMPLETE,Clinic Portal,doctor portal,clinic-portal/src/features/doctor/presentation/messages.ts#recentUpdate,No,No,No,Explicit Arabic and Badini catalog values; no supported-locale English spread fallback.
S13U-0853,Recently Viewed,شوهد مؤخراً,زانیاری,COMPLETE,Clinic Portal,shared,clinic-portal/src/i18n/index.ts#recentlyViewed,No,No,No,Explicit Arabic and Badini catalog values; no supported-locale English spread fallback.
S13U-0854,Reception changed the scheduled appointment time.,معلومات,زانیاری,COMPLETE,Clinic Portal,doctor portal,clinic-portal/src/features/doctor-notifications/presentation/messages.ts#rescheduledWhat,No,No,No,Explicit Arabic and Badini catalog values; no supported-locale English spread fallback.
S13U-0855,Reception confirmed the morning arrival.,معلومات,زانیاری,COMPLETE,Clinic Portal,doctor portal,clinic-portal/src/features/doctor-notifications/presentation/messages.ts#receptionWhat,No,No,No,Explicit Arabic and Badini catalog values; no supported-locale English spread fallback.
S13U-0856,Reception has not prepared another patient for this doctor session.,تعذر عرض المعلومات حالياً.,نوکە ناهێتە نیشاندان.,COMPLETE,Clinic Portal,doctor portal,clinic-portal/src/features/doctor-patients/presentation/messages.ts#noNextBody,No,No,No,Explicit Arabic and Badini catalog values; no supported-locale English spread fallback.
S13U-0857,Reception recorded the patient's arrival.,معلومات,زانیاری,COMPLETE,Clinic Portal,doctor portal,clinic-portal/src/features/doctor-notifications/presentation/messages.ts#patientArrivedWhat,No,No,No,Explicit Arabic and Badini catalog values; no supported-locale English spread fallback.
S13U-0858,Reception shared a read-only session update.,معلومات واضحة وآمنة.,زانیاریێن ڕوون و پاراستی.,COMPLETE,Clinic Portal,doctor portal,clinic-portal/src/features/doctor-notifications/presentation/messages.ts#receptionDescription,No,No,No,Explicit Arabic and Badini catalog values; no supported-locale English spread fallback.
S13U-0859,Reception update,معلومات,زانیاری,COMPLETE,Clinic Portal,doctor portal,clinic-portal/src/features/doctor-notifications/presentation/messages.ts#receptionUpdate,No,No,No,Explicit Arabic and Badini catalog values; no supported-locale English spread fallback.
S13U-0860,Receptionist,موظف الاستقبال,کارمەندێ پێشوازیێ,COMPLETE,Clinic Portal,shared,clinic-portal/src/features/portal-foundation/presentation/foundation-messages.ts#receptionist; clinic-portal/src/i18n/index.ts#receptionist,No,No,No,Explicit Arabic and Badini catalog values; no supported-locale English spread fallback.
S13U-0861,Recommended action,الإجراء المقترح,بەردەوام بە,COMPLETE,Clinic Portal,doctor portal,clinic-portal/src/features/doctor-notifications/presentation/messages.ts#recommendedAction,No,No,No,Explicit Arabic and Badini catalog values; no supported-locale English spread fallback.
S13U-0862,Recommended doctors,أطباء مقترحون,نوژدارێن پێشنیارکری,COMPLETE,Flutter,shared,"mobile/lib/l10n/app_{en,ar,ku}.arb#recommendedDoctors",No,No,No,Explicit Arabic and Badini catalog values; no supported-locale English spread fallback.
S13U-0863,Record arrival,تسجيل الوصول,هاتنێ تومار بکە,COMPLETE,Clinic Portal; Flutter,queue,"clinic-portal/src/features/arrivals/presentation/messages.ts#record; mobile/lib/l10n/app_{en,ar,ku}.arb#recordArrival",No,No,No,Explicit Arabic and Badini catalog values; no supported-locale English spread fallback.
S13U-0864,Record Patient Arrival,المعلومات,زانیاری,COMPLETE,Clinic Portal,queue,clinic-portal/src/i18n/index.ts#title,No,No,No,Explicit Arabic and Badini catalog values; no supported-locale English spread fallback.
S13U-0865,Record patient arrival,تسجيل وصول المريض,تۆمارکرنا هاتنا نەخۆشی,COMPLETE,Clinic Portal,queue,clinic-portal/src/features/arrivals/presentation/messages.ts#title,No,No,No,Explicit Arabic and Badini catalog values; no supported-locale English spread fallback.
S13U-0866,Record this patient’s arrival?,تسجيل وصول هذا المريض؟,هاتنا ڤی نەخۆشی تۆمار بکەی؟,COMPLETE,Clinic Portal,queue,clinic-portal/src/features/arrivals/presentation/messages.ts#confirmTitle,No,No,No,Explicit Arabic and Badini catalog values; no supported-locale English spread fallback.
S13U-0867,Recording arrival,معلومات,زانیاری,COMPLETE,Clinic Portal,queue,clinic-portal/src/i18n/index.ts#recording,No,No,No,Explicit Arabic and Badini catalog values; no supported-locale English spread fallback.
S13U-0868,Recording arrival does not assign a ticket. Adding the patient to this queue is a separate action.,تسجيل الوصول لا يمنح رقماً. إضافة المريض إلى الطابور خطوة منفصلة.,تۆمارکرنا هاتنێ ژمارە نادەت. خستنا نەخۆشی د رێزێ دا گاڤەکا جودایە.,COMPLETE,Clinic Portal,queue,clinic-portal/src/features/live-queue/presentation/production-messages.ts#queueSeparate,No,No,No,Explicit Arabic and Badini catalog values; no supported-locale English spread fallback.
S13U-0869,Recording…,جارٍ التسجيل…,دهێتە تۆمارکرن…,COMPLETE,Clinic Portal,queue,clinic-portal/src/features/arrivals/presentation/messages.ts#pending,No,No,No,Explicit Arabic and Badini catalog values; no supported-locale English spread fallback.
S13U-0870,Recurring periods are interpreted in the clinic IANA timezone. No appointment slots are produced.,,,USER_VISIBLE,Backend user-visible,appointments,backend/src/modules/doctors/presentation/clinic-hours.controller.ts:45,No,No,Yes,Sprint 13U backend boundary classification: USER_VISIBLE.
S13U-0871,Reduced motion,تقليل الحركة,زانیاری,COMPLETE,Clinic Portal,doctor portal,clinic-portal/src/features/doctor-settings/presentation/messages.ts#reducedMotion,No,No,No,Explicit Arabic and Badini catalog values; no supported-locale English spread fallback.
S13U-0872,Refresh,تحديث,نوو بکە,COMPLETE,Clinic Portal,billing,clinic-portal/src/features/billing/presentation/messages.ts#refresh; clinic-portal/src/features/live-queue/presentation/production-messages.ts#refresh,No,No,No,Explicit Arabic and Badini catalog values; no supported-locale English spread fallback.
S13U-0873,Refresh device context does not match.,,,MACHINE_CONTRACT,Backend user-visible,authentication,backend/src/modules/identity/application/authentication.service.ts:589,No,No,No,Sprint 13U backend boundary classification: MACHINE_CONTRACT.
S13U-0874,Refresh token expired.,,,MACHINE_CONTRACT,Backend user-visible,authentication,backend/src/modules/identity/application/authentication.service.ts:329,No,No,No,Sprint 13U backend boundary classification: MACHINE_CONTRACT.
S13U-0875,Refresh token is invalid.,,,MACHINE_CONTRACT,Backend user-visible,authentication,backend/src/modules/identity/application/authentication.service.ts:303,No,No,No,Sprint 13U backend boundary classification: MACHINE_CONTRACT.
S13U-0876,Refresh token reuse detected.,,,MACHINE_CONTRACT,Backend user-visible,authentication,backend/src/modules/identity/application/authentication.service.ts:326; backend/src/modules/identity/application/authentication.service.ts:344,No,No,No,Sprint 13U backend boundary classification: MACHINE_CONTRACT.
S13U-0877,Related links,روابط ذات صلة,زانیاری,COMPLETE,Clinic Portal,doctor portal,clinic-portal/src/features/doctor-notifications/presentation/messages.ts#relatedLinks,No,No,No,Explicit Arabic and Badini catalog values; no supported-locale English spread fallback.
S13U-0878,Relationship,صلة القرابة,پەیوەندی,COMPLETE,Clinic Portal; Flutter,shared,"clinic-portal/src/i18n/index.ts#relationship; mobile/lib/l10n/app_{en,ar,ku}.arb#relationship",No,No,No,Explicit Arabic and Badini catalog values; no supported-locale English spread fallback.
S13U-0879,Reload,إعادة التحميل,دیسان بار بکە,COMPLETE,Flutter,shared,"mobile/lib/l10n/app_{en,ar,ku}.arb#reload",No,No,No,Explicit Arabic and Badini catalog values; no supported-locale English spread fallback.
S13U-0880,Remaining,المتبقي,یێ مای,COMPLETE,Clinic Portal,doctor portal,clinic-portal/src/features/doctor-schedule/presentation/messages.ts#remaining,No,No,No,Explicit Arabic and Badini catalog values; no supported-locale English spread fallback.
S13U-0881,Reminder sent,معلومات,زانیاری,COMPLETE,Clinic Portal,shared,clinic-portal/src/i18n/index.ts#reminderSent,No,No,No,Explicit Arabic and Badini catalog values; no supported-locale English spread fallback.
S13U-0882,Remove from My Doctors,إزالة من أطبائي,ژ نوژدارێن من ڕاکە,COMPLETE,Flutter,shared,"mobile/lib/l10n/app_{en,ar,ku}.arb#removeFromMyDoctors",No,No,No,Explicit Arabic and Badini catalog values; no supported-locale English spread fallback.
S13U-0883,Remove {label} filter,إزالة مرشح {label},فلتەرا {label} پاک بکە,COMPLETE,Flutter,shared,"mobile/lib/l10n/app_{en,ar,ku}.arb#removeAppliedFilter",No,No,No,Explicit Arabic and Badini catalog values; no supported-locale English spread fallback.
S13U-0884,Removed,مزال,هاتیە لادان,COMPLETE,Clinic Portal,queue,clinic-portal/src/features/live-queue/presentation/production-messages.ts#removed,No,No,No,Explicit Arabic and Badini catalog values; no supported-locale English spread fallback.
S13U-0885,Repository mode,معلومات,زانیاری,COMPLETE,Clinic Portal,doctor portal,clinic-portal/src/features/doctor-settings/presentation/messages.ts#repositoryMode,No,No,No,Explicit Arabic and Badini catalog values; no supported-locale English spread fallback.
S13U-0886,Request validation failed.,,,USER_VISIBLE,Backend user-visible,profile/account,backend/src/modules/patients/presentation/patients.controller.ts:53,No,No,Yes,Sprint 13U backend boundary classification: USER_VISIBLE.
S13U-0887,Request validation or cursor validation failed.,,,USER_VISIBLE,Backend user-visible,administration,backend/src/modules/administration/presentation/administration.controller.ts:65,No,No,Yes,Sprint 13U backend boundary classification: USER_VISIBLE.
S13U-0888,Required by the arrival record command.,,,USER_VISIBLE,Backend user-visible,queue,backend/src/modules/arrivals/presentation/arrival.dto.ts:72,No,No,Yes,Sprint 13U backend boundary classification: USER_VISIBLE.
S13U-0889,Required capability is unavailable.,,,MACHINE_CONTRACT,Backend user-visible,authentication,backend/src/modules/identity/presentation/jwt-auth.guard.ts:156; backend/src/modules/queue/application/queue.service.ts:218,No,No,No,Sprint 13U backend boundary classification: MACHINE_CONTRACT.
S13U-0890,Required for optimistic-concurrency commands.,,,USER_VISIBLE,Backend user-visible,appointments,backend/src/modules/appointments/presentation/appointment.dto.ts:157,No,No,Yes,Sprint 13U backend boundary classification: USER_VISIBLE.
S13U-0891,"Requires Idempotency-Key and the expected arrival version. The appointment must be active, owned and tenant-scoped, have active participants, and fall inside the configured early/late window. The state advances expected → arrived → queueReady. No queue row, number, ordering, call, consultation, notification, or realtime action occurs.",,,USER_VISIBLE,Backend user-visible,appointments,backend/src/modules/arrivals/presentation/arrivals.controller.ts:80,No,No,Yes,Sprint 13U backend boundary classification: USER_VISIBLE.
S13U-0892,Reschedule appointment,تغيير الموعد,دەمێ ژڤانێ بگهورە,COMPLETE,Clinic Portal; Flutter,appointments,"clinic-portal/src/features/clinical-presentation/messages.ts#reschedule; clinic-portal/src/features/clinical-presentation/messages.ts#rescheduleTitle; mobile/lib/l10n/app_{en,ar,ku}.arb#rescheduleAppointment",No,No,No,Explicit Arabic and Badini catalog values; no supported-locale English spread fallback.
S13U-0893,Resend code,إعادة إرسال الرمز,کودی دیسان فرێکە,COMPLETE,Flutter,shared,"mobile/lib/l10n/app_{en,ar,ku}.arb#resendCode",No,No,No,Explicit Arabic and Badini catalog values; no supported-locale English spread fallback.
S13U-0894,Resend in {seconds}s,إعادة الإرسال خلال {seconds} ث,پشتی {seconds} چرکەیان دیسان فرێکە,COMPLETE,Flutter,shared,"mobile/lib/l10n/app_{en,ar,ku}.arb#resendIn",No,No,No,Explicit Arabic and Badini catalog values; no supported-locale English spread fallback.
S13U-0895,Resolve the most urgent schedule questions first.,راجع المعلومات قبل المتابعة.,بەری بەردەوامبوونێ زانیاریان بپشکنە.,COMPLETE,Clinic Portal,shared,clinic-portal/src/i18n/index.ts#attentionHelp,No,No,No,Explicit Arabic and Badini catalog values; no supported-locale English spread fallback.
S13U-0896,REST and PostgreSQL snapshots remain authoritative. Reconnect with Last-Event-ID.,,,USER_VISIBLE,Backend user-visible,authentication,backend/src/modules/notifications/presentation/notifications.controller.ts:113,No,No,Yes,Sprint 13U backend boundary classification: USER_VISIBLE.
S13U-0897,Resume Queue,استئناف القائمة,زانیاری,COMPLETE,Clinic Portal,queue,clinic-portal/src/features/live-queue/presentation/messages.ts#resumeQueue,No,No,No,Explicit Arabic and Badini catalog values; no supported-locale English spread fallback.
S13U-0898,Resume queue,استئناف الطابور,رێزێ بەردەوام بکە,COMPLETE,Clinic Portal,queue,clinic-portal/src/features/live-queue/presentation/production-messages.ts#resume,No,No,No,Explicit Arabic and Badini catalog values; no supported-locale English spread fallback.
S13U-0899,Resume Session,استئناف الجلسة,زانیاری,COMPLETE,Clinic Portal,doctor portal,clinic-portal/src/features/doctor/presentation/messages.ts#resumeSession,No,No,No,Explicit Arabic and Badini catalog values; no supported-locale English spread fallback.
